,Bill Number,First Name,Last Name,Party,State,Vote Cast
486,H.R. 3935,Jon,Tester,D,MT,Yea
487,H.R. 3935,John,Thune,R,SD,Yea
488,H.R. 3935,Thomas,Tillis,R,NC,Yea
489,H.R. 3935,Tommy,Tuberville,R,AL,Yea
490,H.R. 3935,Chris,Van Hollen,D,MD,Nay
491,H.R. 3935,J.,Vance,R,OH,Nay
492,H.R. 3935,Mark,Warner,D,VA,Nay
493,H.R. 3935,Raphael,Warnock,D,GA,Yea
494,H.R. 3935,Elizabeth,Warren,D,MA,Yea
495,H.R. 3935,Peter,Welch,D,VT,Yea
496,H.R. 3935,Sheldon,Whitehouse,D,RI,Yea
497,H.R. 3935,Roger,Wicker,R,MS,Yea
498,H.R. 3935,Ron,Wyden,D,OR,Yea
499,H.R. 3935,Todd,Young,R,IN,Yea
500,H.R. 3935,Tammy,Baldwin,D,WI,Nay
501,H.R. 3935,John,Barrasso,R,WY,Nay
502,H.R. 3935,Michael,Bennet,D,CO,Nay
503,H.R. 3935,Marsha,Blackburn,R,TN,Nay
504,H.R. 3935,Richard,Blumenthal,D,CT,Nay
505,H.R. 3935,Cory,Booker,D,NJ,Nay
506,H.R. 3935,John,Boozman,R,AR,Nay
507,H.R. 3935,Mike,Braun,R,IN,Not Voting
508,H.R. 3935,Katie,Britt,R,AL,Nay
509,H.R. 3935,Sherrod ,Brown,D,OH,Nay
510,H.R. 3935,Ted,Budd,R,NC,Nay
511,H.R. 3935,Laphonza,Butler,D,CA,Nay
512,H.R. 3935,Maria,Cantwell,D,WA,Nay
513,H.R. 3935,Shelley,Capito,R,WV,Nay
514,H.R. 3935,Ben,Cardin,D,MD,Nay
515,H.R. 3935,Thomas,Carper,D,DE,Nay
516,H.R. 3935,Bob,Casey,D,PA,Nay
517,H.R. 3935,Bill,Cassidy,R,LA,Yea
518,H.R. 3935,Susan,Collins,R,ME,Nay
519,H.R. 3935,Christopher,Coons,D,DE,Nay
520,H.R. 3935,John,Cornyn,R,TX,Yea
521,H.R. 3935,Catherine,Cortez Masto,D,NV,Nay
522,H.R. 3935,Tom,Cotton,R,AR,Nay
523,H.R. 3935,Kevin,Cramer,R,ND,Nay
524,H.R. 3935,Mike,Crapo,R,ID,Nay
525,H.R. 3935,Ted,Cruz,R,TX,Nay
526,H.R. 3935,Steve,Daines,R,MT,Nay
527,H.R. 3935,Tammy,Duckworth,D,IL,Nay
528,H.R. 3935,Richard,Durbin,D,IL,Nay
529,H.R. 3935,Joni,Ernst,R,IA,Yea
530,H.R. 3935,John,Fetterman,D,PA,Nay
531,H.R. 3935,Deb,Fischer,R,NE,Nay
532,H.R. 3935,Kirsten,Gillibrand,D,NY,Nay
533,H.R. 3935,Lindsey,Graham,R,SC,Nay
534,H.R. 3935,Chuck,Grassley,R,IA,Nay
535,H.R. 3935,Bill,Hagerty,R,TN,Nay
536,H.R. 3935,Maggie,Hassan,D,NH,Nay
537,H.R. 3935,Josh,Hawley,R,MO,Yea
538,H.R. 3935,Martin,Heinrich,D,NM,Nay
539,H.R. 3935,John,Hickenlooper,D,CO,Nay
540,H.R. 3935,Mazie,Hirono,D,HI,Nay
541,H.R. 3935,John,Hoeven,R,ND,Nay
542,H.R. 3935,Cindy,Hyde-Smith,R,MS,Nay
543,H.R. 3935,Ron,Johnson,R,WI,Yea
544,H.R. 3935,Timothy,Kaine,D,VA,Nay
545,H.R. 3935,Mark,Kelly,D,AZ,Nay
546,H.R. 3935,John,Kennedy,R,LA,Yea
547,H.R. 3935,Angus,King,I,ME,Nay
548,H.R. 3935,Amy,Klobuchar,D,MN,Nay
549,H.R. 3935,James,Lankford,R,OK,Nay
550,H.R. 3935,Mike,Lee,R,UT,Yea
551,H.R. 3935,Ben,Lujan,D,NM,Nay
552,H.R. 3935,Cynthia,Lummis,R,WY,Nay
553,H.R. 3935,Joseph,Manchin,D,WV,Nay
554,H.R. 3935,Edward,Markey,D,MA,Nay
555,H.R. 3935,Roger,Marshall,R,KS,Yea
556,H.R. 3935,Mitch,McConnell,R,KY,Nay
557,H.R. 3935,Robert,Menendez,D,NJ,Nay
558,H.R. 3935,Jeff,Merkley,D,OR,Nay
559,H.R. 3935,Jerry,Moran,R,KS,Nay
560,H.R. 3935,Markwayne,Mullin,R,OK,Nay
561,H.R. 3935,Lisa,Murkowski,R,AK,Nay
562,H.R. 3935,Christopher,Murphy,D,CT,Nay
563,H.R. 3935,Patty,Murray,D,WA,Nay
564,H.R. 3935,Jon,Ossoff,D,GA,Nay
565,H.R. 3935,Alex,Padilla,D,CA,Nay
566,H.R. 3935,Rand,Paul,R,KY,Nay
567,H.R. 3935,Gary,Peters,D,MI,Nay
568,H.R. 3935,John,Reed,D,RI,Nay
569,H.R. 3935,Pete,Ricketts,R,NE,Nay
570,H.R. 3935,James ,Risch,R,ID,Nay
571,H.R. 3935,Mitt,Romney,R,UT,Nay
572,H.R. 3935,Jacklyn,Rosen,D,NV,Nay
573,H.R. 3935,Mike,Rounds,R,SD,Nay
574,H.R. 3935,Marco,Rubio,R,FL,Nay
575,H.R. 3935,Bernard,Sanders,I,VT,Nay
576,H.R. 3935,Brian,Schatz,D,HI,Nay
577,H.R. 3935,Eric ,Schmitt,R,MO,Yea
578,H.R. 3935,Charles,Schumer,D,NY,Nay
579,H.R. 3935,Rick,Scott,R,FL,Yea
580,H.R. 3935,Tim,Scott,R,SC,Nay
581,H.R. 3935,Jeanne,Shaheen,D,NH,Nay
582,H.R. 3935,Kyrsten,Sinema,I,AZ,Not Voting
583,H.R. 3935,Tina,Smith,D,MN,Nay
584,H.R. 3935,Debbie,Stabenow,D,MI,Nay
585,H.R. 3935,Dan,Sullivan,R,AK,Yea
586,H.R. 3935,Jon,Tester,D,MT,Nay
587,H.R. 3935,John,Thune,R,SD,Nay
588,H.R. 3935,Thomas,Tillis,R,NC,Nay
589,H.R. 3935,Tommy,Tuberville,R,AL,Not Voting
590,H.R. 3935,Chris,Van Hollen,D,MD,Nay
591,H.R. 3935,J.,Vance,R,OH,Yea
592,H.R. 3935,Mark,Warner,D,VA,Nay
593,H.R. 3935,Raphael,Warnock,D,GA,Nay
594,H.R. 3935,Elizabeth,Warren,D,MA,Nay
595,H.R. 3935,Peter,Welch,D,VT,Nay
596,H.R. 3935,Sheldon,Whitehouse,D,RI,Nay
597,H.R. 3935,Roger,Wicker,R,MS,Nay
598,H.R. 3935,Ron,Wyden,D,OR,Nay
599,H.R. 3935,Todd,Young,R,IN,Nay
600,H.R. 3935,Tammy,Baldwin,D,WI,Yea
601,H.R. 3935,John,Barrasso,R,WY,Yea
602,H.R. 3935,Michael,Bennet,D,CO,Yea
603,H.R. 3935,Marsha,Blackburn,R,TN,Yea
604,H.R. 3935,Richard,Blumenthal,D,CT,Yea
605,H.R. 3935,Cory,Booker,D,NJ,Not Voting
606,H.R. 3935,John,Boozman,R,AR,Yea
607,H.R. 3935,Mike,Braun,R,IN,Yea
608,H.R. 3935,Katie,Britt,R,AL,Yea
609,H.R. 3935,Sherrod ,Brown,D,OH,Yea
610,H.R. 3935,Ted,Budd,R,NC,Yea
611,H.R. 3935,Laphonza,Butler,D,CA,Yea
612,H.R. 3935,Maria,Cantwell,D,WA,Yea
613,H.R. 3935,Shelley,Capito,R,WV,Yea
614,H.R. 3935,Ben,Cardin,D,MD,Nay
615,H.R. 3935,Thomas,Carper,D,DE,Yea
616,H.R. 3935,Bob,Casey,D,PA,Yea
617,H.R. 3935,Bill,Cassidy,R,LA,Nay
618,H.R. 3935,Susan,Collins,R,ME,Yea
619,H.R. 3935,Christopher,Coons,D,DE,Yea
620,H.R. 3935,John,Cornyn,R,TX,Yea
621,H.R. 3935,Catherine,Cortez Masto,D,NV,Yea
622,H.R. 3935,Tom,Cotton,R,AR,Yea
623,H.R. 3935,Kevin,Cramer,R,ND,Not Voting
624,H.R. 3935,Mike,Crapo,R,ID,Yea
625,H.R. 3935,Ted,Cruz,R,TX,Yea
626,H.R. 3935,Steve,Daines,R,MT,Yea
627,H.R. 3935,Tammy,Duckworth,D,IL,Yea
628,H.R. 3935,Richard,Durbin,D,IL,Yea
629,H.R. 3935,Joni,Ernst,R,IA,Yea
630,H.R. 3935,John,Fetterman,D,PA,Yea
631,H.R. 3935,Deb,Fischer,R,NE,Yea
632,H.R. 3935,Kirsten,Gillibrand,D,NY,Yea
633,H.R. 3935,Lindsey,Graham,R,SC,Yea
634,H.R. 3935,Chuck,Grassley,R,IA,Yea
635,H.R. 3935,Bill,Hagerty,R,TN,Yea
636,H.R. 3935,Maggie,Hassan,D,NH,Yea
637,H.R. 3935,Josh,Hawley,R,MO,Nay
638,H.R. 3935,Martin,Heinrich,D,NM,Yea
639,H.R. 3935,John,Hickenlooper,D,CO,Yea
640,H.R. 3935,Mazie,Hirono,D,HI,Yea
641,H.R. 3935,John,Hoeven,R,ND,Yea
642,H.R. 3935,Cindy,Hyde-Smith,R,MS,Yea
643,H.R. 3935,Ron,Johnson,R,WI,Not Voting
644,H.R. 3935,Timothy,Kaine,D,VA,Nay
645,H.R. 3935,Mark,Kelly,D,AZ,Not Voting
646,H.R. 3935,John,Kennedy,R,LA,Nay
647,H.R. 3935,Angus,King,I,ME,Yea
648,H.R. 3935,Amy,Klobuchar,D,MN,Yea
649,H.R. 3935,James,Lankford,R,OK,Yea
650,H.R. 3935,Mike,Lee,R,UT,Nay
651,H.R. 3935,Ben,Lujan,D,NM,Yea
652,H.R. 3935,Cynthia,Lummis,R,WY,Yea
653,H.R. 3935,Joseph,Manchin,D,WV,Yea
654,H.R. 3935,Edward,Markey,D,MA,Yea
655,H.R. 3935,Roger,Marshall,R,KS,Yea
656,H.R. 3935,Mitch,McConnell,R,KY,Yea
657,H.R. 3935,Robert,Menendez,D,NJ,Not Voting
658,H.R. 3935,Jeff,Merkley,D,OR,Yea
659,H.R. 3935,Jerry,Moran,R,KS,Yea
660,H.R. 3935,Markwayne,Mullin,R,OK,Yea
661,H.R. 3935,Lisa,Murkowski,R,AK,Yea
662,H.R. 3935,Christopher,Murphy,D,CT,Yea
663,H.R. 3935,Patty,Murray,D,WA,Yea
664,H.R. 3935,Jon,Ossoff,D,GA,Yea
665,H.R. 3935,Alex,Padilla,D,CA,Yea
666,H.R. 3935,Rand,Paul,R,KY,Yea
667,H.R. 3935,Gary,Peters,D,MI,Yea
668,H.R. 3935,John,Reed,D,RI,Yea
669,H.R. 3935,Pete,Ricketts,R,NE,Yea
670,H.R. 3935,James ,Risch,R,ID,Yea
671,H.R. 3935,Mitt,Romney,R,UT,Yea
672,H.R. 3935,Jacklyn,Rosen,D,NV,Yea
673,H.R. 3935,Mike,Rounds,R,SD,Yea
674,H.R. 3935,Marco,Rubio,R,FL,Yea
675,H.R. 3935,Bernard,Sanders,I,VT,Not Voting
676,H.R. 3935,Brian,Schatz,D,HI,Yea
677,H.R. 3935,Eric ,Schmitt,R,MO,Yea
678,H.R. 3935,Charles,Schumer,D,NY,Yea
679,H.R. 3935,Rick,Scott,R,FL,Yea
680,H.R. 3935,Tim,Scott,R,SC,Not Voting
681,H.R. 3935,Jeanne,Shaheen,D,NH,Yea
682,H.R. 3935,Kyrsten,Sinema,I,AZ,Yea
683,H.R. 3935,Tina,Smith,D,MN,Yea
684,H.R. 3935,Debbie,Stabenow,D,MI,Yea
685,H.R. 3935,Dan,Sullivan,R,AK,Not Voting
686,H.R. 3935,Jon,Tester,D,MT,Yea
687,H.R. 3935,John,Thune,R,SD,Yea
688,H.R. 3935,Thomas,Tillis,R,NC,Yea
689,H.R. 3935,Tommy,Tuberville,R,AL,Yea
690,H.R. 3935,Chris,Van Hollen,D,MD,Nay
691,H.R. 3935,J.,Vance,R,OH,Nay
692,H.R. 3935,Mark,Warner,D,VA,Nay
693,H.R. 3935,Raphael,Warnock,D,GA,Yea
694,H.R. 3935,Elizabeth,Warren,D,MA,Nay
695,H.R. 3935,Peter,Welch,D,VT,Yea
696,H.R. 3935,Sheldon,Whitehouse,D,RI,Yea
697,H.R. 3935,Roger,Wicker,R,MS,Not Voting
698,H.R. 3935,Ron,Wyden,D,OR,Yea
699,H.R. 3935,Todd,Young,R,IN,Yea
700,H.R. 3935,Tammy,Baldwin,D,WI,Yea
701,H.R. 3935,John,Barrasso,R,WY,Yea
702,H.R. 3935,Michael,Bennet,D,CO,Yea
703,H.R. 3935,Marsha,Blackburn,R,TN,Yea
704,H.R. 3935,Richard,Blumenthal,D,CT,Yea
705,H.R. 3935,Cory,Booker,D,NJ,Yea
706,H.R. 3935,John,Boozman,R,AR,Yea
707,H.R. 3935,Mike,Braun,R,IN,Yea
708,H.R. 3935,Katie,Britt,R,AL,Yea
709,H.R. 3935,Sherrod ,Brown,D,OH,Yea
710,H.R. 3935,Ted,Budd,R,NC,Yea
711,H.R. 3935,Laphonza,Butler,D,CA,Yea
712,H.R. 3935,Maria,Cantwell,D,WA,Yea
713,H.R. 3935,Shelley,Capito,R,WV,Yea
714,H.R. 3935,Ben,Cardin,D,MD,Nay
715,H.R. 3935,Thomas,Carper,D,DE,Yea
716,H.R. 3935,Bob,Casey,D,PA,Yea
717,H.R. 3935,Bill,Cassidy,R,LA,Yea
718,H.R. 3935,Susan,Collins,R,ME,Yea
719,H.R. 3935,Christopher,Coons,D,DE,Yea
720,H.R. 3935,John,Cornyn,R,TX,Yea
721,H.R. 3935,Catherine,Cortez Masto,D,NV,Yea
722,H.R. 3935,Tom,Cotton,R,AR,Yea
723,H.R. 3935,Kevin,Cramer,R,ND,Yea
724,H.R. 3935,Mike,Crapo,R,ID,Yea
725,H.R. 3935,Ted,Cruz,R,TX,Yea
726,H.R. 3935,Steve,Daines,R,MT,Yea
727,H.R. 3935,Tammy,Duckworth,D,IL,Yea
728,H.R. 3935,Richard,Durbin,D,IL,Yea
729,H.R. 3935,Joni,Ernst,R,IA,Yea
730,H.R. 3935,John,Fetterman,D,PA,Yea
731,H.R. 3935,Deb,Fischer,R,NE,Yea
732,H.R. 3935,Kirsten,Gillibrand,D,NY,Yea
733,H.R. 3935,Lindsey,Graham,R,SC,Yea
734,H.R. 3935,Chuck,Grassley,R,IA,Yea
735,H.R. 3935,Bill,Hagerty,R,TN,Yea
736,H.R. 3935,Maggie,Hassan,D,NH,Yea
737,H.R. 3935,Josh,Hawley,R,MO,Nay
738,H.R. 3935,Martin,Heinrich,D,NM,Yea
739,H.R. 3935,John,Hickenlooper,D,CO,Yea
740,H.R. 3935,Mazie,Hirono,D,HI,Yea
741,H.R. 3935,John,Hoeven,R,ND,Yea
742,H.R. 3935,Cindy,Hyde-Smith,R,MS,Yea
743,H.R. 3935,Ron,Johnson,R,WI,Yea
744,H.R. 3935,Timothy,Kaine,D,VA,Nay
745,H.R. 3935,Mark,Kelly,D,AZ,Not Voting
746,H.R. 3935,John,Kennedy,R,LA,Nay
747,H.R. 3935,Angus,King,I,ME,Yea
748,H.R. 3935,Amy,Klobuchar,D,MN,Yea
749,H.R. 3935,James,Lankford,R,OK,Yea
750,H.R. 3935,Mike,Lee,R,UT,Nay
751,H.R. 3935,Ben,Lujan,D,NM,Yea
752,H.R. 3935,Cynthia,Lummis,R,WY,Yea
753,H.R. 3935,Joseph,Manchin,D,WV,Yea
754,H.R. 3935,Edward,Markey,D,MA,Yea
755,H.R. 3935,Roger,Marshall,R,KS,Yea
756,H.R. 3935,Mitch,McConnell,R,KY,Yea
757,H.R. 3935,Robert,Menendez,D,NJ,Yea
758,H.R. 3935,Jeff,Merkley,D,OR,Yea
759,H.R. 3935,Jerry,Moran,R,KS,Yea
760,H.R. 3935,Markwayne,Mullin,R,OK,Yea
761,H.R. 3935,Lisa,Murkowski,R,AK,Yea
762,H.R. 3935,Christopher,Murphy,D,CT,Yea
763,H.R. 3935,Patty,Murray,D,WA,Yea
764,H.R. 3935,Jon,Ossoff,D,GA,Yea
765,H.R. 3935,Alex,Padilla,D,CA,Yea
766,H.R. 3935,Rand,Paul,R,KY,Yea
767,H.R. 3935,Gary,Peters,D,MI,Yea
768,H.R. 3935,John,Reed,D,RI,Yea
769,H.R. 3935,Pete,Ricketts,R,NE,Yea
770,H.R. 3935,James ,Risch,R,ID,Yea
771,H.R. 3935,Mitt,Romney,R,UT,Yea
772,H.R. 3935,Jacklyn,Rosen,D,NV,Yea
773,H.R. 3935,Mike,Rounds,R,SD,Yea
774,H.R. 3935,Marco,Rubio,R,FL,Yea
775,H.R. 3935,Bernard,Sanders,I,VT,Nay
776,H.R. 3935,Brian,Schatz,D,HI,Yea
777,H.R. 3935,Eric ,Schmitt,R,MO,Yea
778,H.R. 3935,Charles,Schumer,D,NY,Yea
779,H.R. 3935,Rick,Scott,R,FL,Yea
780,H.R. 3935,Tim,Scott,R,SC,Yea
781,H.R. 3935,Jeanne,Shaheen,D,NH,Yea
782,H.R. 3935,Kyrsten,Sinema,I,AZ,Yea
783,H.R. 3935,Tina,Smith,D,MN,Yea
784,H.R. 3935,Debbie,Stabenow,D,MI,Yea
785,H.R. 3935,Dan,Sullivan,R,AK,Yea
786,H.R. 3935,Jon,Tester,D,MT,Yea
787,H.R. 3935,John,Thune,R,SD,Yea
788,H.R. 3935,Thomas,Tillis,R,NC,Yea
789,H.R. 3935,Tommy,Tuberville,R,AL,Yea
790,H.R. 3935,Chris,Van Hollen,D,MD,Nay
791,H.R. 3935,J.,Vance,R,OH,Nay
792,H.R. 3935,Mark,Warner,D,VA,Nay
793,H.R. 3935,Raphael,Warnock,D,GA,Yea
794,H.R. 3935,Elizabeth,Warren,D,MA,Nay
795,H.R. 3935,Peter,Welch,D,VT,Yea
796,H.R. 3935,Sheldon,Whitehouse,D,RI,Yea
797,H.R. 3935,Roger,Wicker,R,MS,Yea
798,H.R. 3935,Ron,Wyden,D,OR,Yea
799,H.R. 3935,Todd,Young,R,IN,Yea
800,H.R. 815,Tammy,Baldwin,D,WI,Yea
801,H.R. 815,John,Barrasso,R,WY,Nay
802,H.R. 815,Michael,Bennet,D,CO,Yea
803,H.R. 815,Marsha,Blackburn,R,TN,Nay
804,H.R. 815,Richard,Blumenthal,D,CT,Yea
805,H.R. 815,Cory,Booker,D,NJ,Yea
806,H.R. 815,John,Boozman,R,AR,Yea
807,H.R. 815,Mike,Braun,R,IN,Nay
808,H.R. 815,Katie,Britt,R,AL,Yea
809,H.R. 815,Sherrod ,Brown,D,OH,Yea
810,H.R. 815,Ted,Budd,R,NC,Nay
811,H.R. 815,Laphonza,Butler,D,CA,Yea
812,H.R. 815,Maria,Cantwell,D,WA,Yea
813,H.R. 815,Shelley,Capito,R,WV,Yea
814,H.R. 815,Ben,Cardin,D,MD,Yea
815,H.R. 815,Thomas,Carper,D,DE,Yea
816,H.R. 815,Bob,Casey,D,PA,Yea
817,H.R. 815,Bill,Cassidy,R,LA,Yea
818,H.R. 815,Susan,Collins,R,ME,Yea
819,H.R. 815,Christopher,Coons,D,DE,Yea
820,H.R. 815,John,Cornyn,R,TX,Yea
821,H.R. 815,Catherine,Cortez Masto,D,NV,Yea
822,H.R. 815,Tom,Cotton,R,AR,Yea
823,H.R. 815,Kevin,Cramer,R,ND,Yea
824,H.R. 815,Mike,Crapo,R,ID,Yea
825,H.R. 815,Ted,Cruz,R,TX,Nay
826,H.R. 815,Steve,Daines,R,MT,Yea
827,H.R. 815,Tammy,Duckworth,D,IL,Yea
828,H.R. 815,Richard,Durbin,D,IL,Yea
829,H.R. 815,Joni,Ernst,R,IA,Yea
830,H.R. 815,John,Fetterman,D,PA,Yea
831,H.R. 815,Deb,Fischer,R,NE,Yea
832,H.R. 815,Kirsten,Gillibrand,D,NY,Yea
833,H.R. 815,Lindsey,Graham,R,SC,Yea
834,H.R. 815,Chuck,Grassley,R,IA,Yea
835,H.R. 815,Bill,Hagerty,R,TN,Nay
836,H.R. 815,Maggie,Hassan,D,NH,Yea
837,H.R. 815,Josh,Hawley,R,MO,Nay
838,H.R. 815,Martin,Heinrich,D,NM,Yea
839,H.R. 815,John,Hickenlooper,D,CO,Yea
840,H.R. 815,Mazie,Hirono,D,HI,Yea
841,H.R. 815,John,Hoeven,R,ND,Yea
842,H.R. 815,Cindy,Hyde-Smith,R,MS,Yea
843,H.R. 815,Ron,Johnson,R,WI,Nay
844,H.R. 815,Timothy,Kaine,D,VA,Yea
845,H.R. 815,Mark,Kelly,D,AZ,Yea
846,H.R. 815,John,Kennedy,R,LA,Yea
847,H.R. 815,Angus,King,I,ME,Yea
848,H.R. 815,Amy,Klobuchar,D,MN,Yea
849,H.R. 815,James,Lankford,R,OK,Yea
850,H.R. 815,Mike,Lee,R,UT,Nay
851,H.R. 815,Ben,Lujan,D,NM,Yea
852,H.R. 815,Cynthia,Lummis,R,WY,Nay
853,H.R. 815,Joseph,Manchin,D,WV,Yea
854,H.R. 815,Edward,Markey,D,MA,Yea
855,H.R. 815,Roger,Marshall,R,KS,Nay
856,H.R. 815,Mitch,McConnell,R,KY,Yea
857,H.R. 815,Robert,Menendez,D,NJ,Yea
858,H.R. 815,Jeff,Merkley,D,OR,Nay
859,H.R. 815,Jerry,Moran,R,KS,Yea
860,H.R. 815,Markwayne,Mullin,R,OK,Yea
861,H.R. 815,Lisa,Murkowski,R,AK,Yea
862,H.R. 815,Christopher,Murphy,D,CT,Yea
863,H.R. 815,Patty,Murray,D,WA,Yea
864,H.R. 815,Jon,Ossoff,D,GA,Yea
865,H.R. 815,Alex,Padilla,D,CA,Yea
866,H.R. 815,Rand,Paul,R,KY,Not Voting
867,H.R. 815,Gary,Peters,D,MI,Yea
868,H.R. 815,John,Reed,D,RI,Yea
869,H.R. 815,Pete,Ricketts,R,NE,Yea
870,H.R. 815,James ,Risch,R,ID,Yea
871,H.R. 815,Mitt,Romney,R,UT,Yea
872,H.R. 815,Jacklyn,Rosen,D,NV,Yea
873,H.R. 815,Mike,Rounds,R,SD,Yea
874,H.R. 815,Marco,Rubio,R,FL,Nay
875,H.R. 815,Bernard,Sanders,I,VT,Nay
876,H.R. 815,Brian,Schatz,D,HI,Yea
877,H.R. 815,Eric ,Schmitt,R,MO,Nay
878,H.R. 815,Charles,Schumer,D,NY,Yea
879,H.R. 815,Rick,Scott,R,FL,Nay
880,H.R. 815,Tim,Scott,R,SC,Not Voting
881,H.R. 815,Jeanne,Shaheen,D,NH,Yea
882,H.R. 815,Kyrsten,Sinema,I,AZ,Yea
883,H.R. 815,Tina,Smith,D,MN,Yea
884,H.R. 815,Debbie,Stabenow,D,MI,Yea
885,H.R. 815,Dan,Sullivan,R,AK,Yea
886,H.R. 815,Jon,Tester,D,MT,Yea
887,H.R. 815,John,Thune,R,SD,Yea
888,H.R. 815,Thomas,Tillis,R,NC,Yea
889,H.R. 815,Tommy,Tuberville,R,AL,Not Voting
890,H.R. 815,Chris,Van Hollen,D,MD,Yea
891,H.R. 815,J.,Vance,R,OH,Nay
892,H.R. 815,Mark,Warner,D,VA,Yea
893,H.R. 815,Raphael,Warnock,D,GA,Yea
894,H.R. 815,Elizabeth,Warren,D,MA,Yea
895,H.R. 815,Peter,Welch,D,VT,Nay
896,H.R. 815,Sheldon,Whitehouse,D,RI,Yea
897,H.R. 815,Roger,Wicker,R,MS,Yea
898,H.R. 815,Ron,Wyden,D,OR,Yea
899,H.R. 815,Todd,Young,R,IN,Yea
900,H.R. 815,Tammy,Baldwin,D,WI,Yea
901,H.R. 815,John,Barrasso,R,WY,Nay
902,H.R. 815,Michael,Bennet,D,CO,Yea
903,H.R. 815,Marsha,Blackburn,R,TN,Nay
904,H.R. 815,Richard,Blumenthal,D,CT,Yea
905,H.R. 815,Cory,Booker,D,NJ,Yea
906,H.R. 815,John,Boozman,R,AR,Yea
907,H.R. 815,Mike,Braun,R,IN,Nay
908,H.R. 815,Katie,Britt,R,AL,Nay
909,H.R. 815,Sherrod ,Brown,D,OH,Yea
910,H.R. 815,Ted,Budd,R,NC,Nay
911,H.R. 815,Laphonza,Butler,D,CA,Yea
912,H.R. 815,Maria,Cantwell,D,WA,Yea
913,H.R. 815,Shelley,Capito,R,WV,Yea
914,H.R. 815,Ben,Cardin,D,MD,Not Voting
915,H.R. 815,Thomas,Carper,D,DE,Yea
916,H.R. 815,Bob,Casey,D,PA,Yea
917,H.R. 815,Bill,Cassidy,R,LA,Yea
918,H.R. 815,Susan,Collins,R,ME,Yea
919,H.R. 815,Christopher,Coons,D,DE,Yea
920,H.R. 815,John,Cornyn,R,TX,Yea
921,H.R. 815,Catherine,Cortez Masto,D,NV,Yea
922,H.R. 815,Tom,Cotton,R,AR,Nay
923,H.R. 815,Kevin,Cramer,R,ND,Yea
924,H.R. 815,Mike,Crapo,R,ID,Yea
925,H.R. 815,Ted,Cruz,R,TX,Nay
926,H.R. 815,Steve,Daines,R,MT,Nay
927,H.R. 815,Tammy,Duckworth,D,IL,Yea
928,H.R. 815,Richard,Durbin,D,IL,Yea
929,H.R. 815,Joni,Ernst,R,IA,Nay
930,H.R. 815,John,Fetterman,D,PA,Yea
931,H.R. 815,Deb,Fischer,R,NE,Yea
932,H.R. 815,Kirsten,Gillibrand,D,NY,Yea
933,H.R. 815,Lindsey,Graham,R,SC,Yea
934,H.R. 815,Chuck,Grassley,R,IA,Nay
935,H.R. 815,Bill,Hagerty,R,TN,Nay
936,H.R. 815,Maggie,Hassan,D,NH,Yea
937,H.R. 815,Josh,Hawley,R,MO,Not Voting
938,H.R. 815,Martin,Heinrich,D,NM,Yea
939,H.R. 815,John,Hickenlooper,D,CO,Yea
940,H.R. 815,Mazie,Hirono,D,HI,Yea
941,H.R. 815,John,Hoeven,R,ND,Yea
942,H.R. 815,Cindy,Hyde-Smith,R,MS,Yea
943,H.R. 815,Ron,Johnson,R,WI,Nay
944,H.R. 815,Timothy,Kaine,D,VA,Yea
945,H.R. 815,Mark,Kelly,D,AZ,Yea
946,H.R. 815,John,Kennedy,R,LA,Yea
947,H.R. 815,Angus,King,I,ME,Yea
948,H.R. 815,Amy,Klobuchar,D,MN,Yea
949,H.R. 815,James,Lankford,R,OK,Yea
950,H.R. 815,Mike,Lee,R,UT,Nay
951,H.R. 815,Ben,Lujan,D,NM,Yea
952,H.R. 815,Cynthia,Lummis,R,WY,Nay
953,H.R. 815,Joseph,Manchin,D,WV,Yea
954,H.R. 815,Edward,Markey,D,MA,Yea
955,H.R. 815,Roger,Marshall,R,KS,Nay
956,H.R. 815,Mitch,McConnell,R,KY,Yea
957,H.R. 815,Robert,Menendez,D,NJ,Yea
958,H.R. 815,Jeff,Merkley,D,OR,Yea
959,H.R. 815,Jerry,Moran,R,KS,Yea
960,H.R. 815,Markwayne,Mullin,R,OK,Yea
961,H.R. 815,Lisa,Murkowski,R,AK,Yea
962,H.R. 815,Christopher,Murphy,D,CT,Yea
963,H.R. 815,Patty,Murray,D,WA,Yea
964,H.R. 815,Jon,Ossoff,D,GA,Yea
965,H.R. 815,Alex,Padilla,D,CA,Yea
966,H.R. 815,Rand,Paul,R,KY,Not Voting
967,H.R. 815,Gary,Peters,D,MI,Yea
968,H.R. 815,John,Reed,D,RI,Yea
969,H.R. 815,Pete,Ricketts,R,NE,Yea
970,H.R. 815,James ,Risch,R,ID,Yea
971,H.R. 815,Mitt,Romney,R,UT,Yea
972,H.R. 815,Jacklyn,Rosen,D,NV,Yea
973,H.R. 815,Mike,Rounds,R,SD,Yea
974,H.R. 815,Marco,Rubio,R,FL,Nay
975,H.R. 815,Bernard,Sanders,I,VT,Nay
976,H.R. 815,Brian,Schatz,D,HI,Yea
977,H.R. 815,Eric ,Schmitt,R,MO,Nay
978,H.R. 815,Charles,Schumer,D,NY,Yea
979,H.R. 815,Rick,Scott,R,FL,Nay
980,H.R. 815,Tim,Scott,R,SC,Not Voting
981,H.R. 815,Jeanne,Shaheen,D,NH,Yea
982,H.R. 815,Kyrsten,Sinema,I,AZ,Yea
